semel_yevuan,shem_yevuan,sug_degem,tozeret_cd,tozeret_nm,degem_cd,degem_nm,shnat_yitzur,mehir,kinuy_mishari
196,"קרסו מוטור בע""מ",P,624,ניסאן יפן,66,BCAV37,2017,269000,INFINITI Q50
196,"קרסו מוטור בע""מ",P,624,ניסאן יפן,66,BCAV37,2018,269000,INFINITI Q50
196,"קרסו מוטור בע""מ",P,624,ניסאן יפן,74,GCAV37,2017,379000,INFINITI Q60
196,"קרסו מוטור בע""מ",P,624,ניסאן יפן,79,GCAV37,2018,389000,INFINITI Q60
196,"קרסו מוטור בע""מ",P,624,ניסאן יפן,79,GCAV37,2017,389000,INFINITI Q60
196,"קרסו מוטור בע""מ",P,624,ניסאן יפן,84,JCAT32,2017,176990,X-TRAIL
196,"קרסו מוטור בע""מ",P,624,ניסאן יפן,84,JCAT32,2018,176990,X-TRAIL
196,"קרסו מוטור בע""מ",P,63,רנו סלובניה,3,AHB25A,2016,86990,TWINGO
196,"קרסו מוטור בע""מ",P,63,רנו סלובניה,3,AHB25A,2017,86990,TWINGO
196,"קרסו מוטור בע""מ",P,63,רנו סלובניה,3,AHB25A,2018,86990,TWINGO
196,"קרסו מוטור בע""מ",P,63,רנו סלובניה,5,AHB40D,2016,64990,TWINGO
196,"קרסו מוטור בע""מ",P,63,רנו סלובניה,5,AHB40D,2017,64990,TWINGO
196,"קרסו מוטור בע""מ",P,63,רנו סלובניה,6,AHB25A,2016,78990,TWINGO
196,"קרסו מוטור בע""מ",P,63,רנו סלובניה,6,AHB25A,2017,78990,TWINGO
196,"קרסו מוטור בע""מ",P,63,רנו סלובניה,8,AHB25A,2017,74990,TWINGO
196,"קרסו מוטור בע""מ",P,63,רנו סלובניה,8,AHB25A,2018,74990,TWINGO
637,קובי בוטראי,P,728,"פורד ארה""ב",163,P8U,2020,290000,MUSTANG
637,קובי בוטראי,P,728,"פורד ארה""ב",163,P8U,2021,290000,MUSTANG
397,רונן שררה,P,728,"פורד ארה""ב",189,P8T,2021,249000,MUSTANG
196,"קרסו מוטור בע""מ",P,647,"ניסאן ארה""ב",2,AA5AP,2016,239990,MAXIMA
196,"קרסו מוטור בע""מ",P,647,"ניסאן ארה""ב",20,DL0M,2017,449000,INFINITI QX60
196,"קרסו מוטור בע""מ",P,647,"ניסאן ארה""ב",20,DL0M,2018,449000,INFINITI QX60
196,"קרסו מוטור בע""מ",P,647,"ניסאן ארה""ב",24,AA6A,2020,249990,MAXIMA
196,"קרסו מוטור בע""מ",P,647,"ניסאן ארה""ב",24,AA6A,2019,249990,MAXIMA
196,"קרסו מוטור בע""מ",P,647,"ניסאן ארה""ב",24,AA6A,2018,239990,MAXIMA
196,"קרסו מוטור בע""מ",P,647,"ניסאן ארה""ב",25,DL0M,2019,349000,INFINITI QX60
196,"קרסו מוטור בע""מ",P,647,"ניסאן ארה""ב",33,BL4A,2020,179990,ALTIMA
196,"קרסו מוטור בע""מ",P,647,"ניסאן ארה""ב",33,BL4A,2021,181990,ALTIMA
196,"קרסו מוטור בע""מ",P,647,"ניסאן ארה""ב",34,BL4A,2020,181990,ALTIMA
196,"קרסו מוטור בע""מ",P,647,"ניסאן ארה""ב",34,BL4A,2021,181990,ALTIMA
622,"למונס איי.אל בע""מ",P,676,סקודה צ'כיה,1142,3V3RXC,2020,279900,SUPERB
622,"למונס איי.אל בע""מ",P,676,סקודה צ'כיה,1142,3V3RXC,2021,279900,SUPERB
477,זידאן אחמד - גולאן מוטורס,P,593,מרצדס בנץ גרמנ,2116,257.359,2021,420000,CLS450 4MATIC
397,רונן שררה,P,722,"ב מ וו ארה""ב",378,CR6C,2020,450000,X5 XDRIVE 40I
397,רונן שררה,P,722,"ב מ וו ארה""ב",378,CR6C,2021,450000,X5 XDRIVE 40I
114,מכשירי תנועה ומכוניות )4002(,P,299,סוזוקי הונגריה,63,LYE21S,2017,132990,VITARA
114,מכשירי תנועה ומכוניות )4002(,P,299,סוזוקי הונגריה,73,JYAA2,2018,124990,SX4 CROSSOVER
114,מכשירי תנועה ומכוניות )4002(,P,299,סוזוקי הונגריה,73,JYAA2,2019,126990,SX4 CROSSOVER
114,מכשירי תנועה ומכוניות )4002(,P,299,סוזוקי הונגריה,73,JYAA2,2017,124990,SX4 CROSSOVER
114,מכשירי תנועה ומכוניות )4002(,P,299,סוזוקי הונגריה,73,JYAA2,2020,128990,SX4 CROSSOVER
114,מכשירי תנועה ומכוניות )4002(,P,299,סוזוקי הונגריה,86,LYE01S,2019,129990,VITARA
114,מכשירי תנועה ומכוניות )4002(,P,299,סוזוקי הונגריה,87,JYAA2S,2019,129990,CROSSOVER
114,מכשירי תנועה ומכוניות )4002(,P,299,סוזוקי הונגריה,87,JYAA2S,2020,129990,CROSSOVER
114,מכשירי תנועה ומכוניות )4002(,P,299,סוזוקי הונגריה,90,LYDA1S,2020,137990,VITARA
114,מכשירי תנועה ומכוניות )4002(,P,299,סוזוקי הונגריה,90,LYDA1S,2021,137990,VITARA
366,"טרגט מוטורס מ.ר 6102 בע""מ",P,488,"טויוטה ארה""ב",68,GVU58L,2019,335000,HIGHLANDER HYBR
103,חברת המזרח,P,465,יגואר,155,FA2BX,2020,378000,E-PACE
103,חברת המזרח,P,465,יגואר,155,FA2BX,2021,378000,E-PACE
103,חברת המזרח,P,465,יגואר,158,CA2BX,2021,489000,F-PACE
103,חברת המזרח,P,465,יגואר,162,HA2B1,2021,571000,I-PACE
321,"ס.ה ניהול טוב בע""מ",P,143,ב מ וו גרמניה,3021,JA91,2018,495000,530E IPERFORMAN
695,"טסלה מוטורס ישראל בע""מ",P,1327,טסלה סין,1,3E7F,2021,243617,MODEL 3
695,"טסלה מוטורס ישראל בע""מ",P,1327,טסלה סין,2,3E7F,2021,186170,MODEL 3
695,"טסלה מוטורס ישראל בע""מ",P,1327,טסלה סין,20,3E7F,2021,200353,MODEL 3
695,"טסלה מוטורס ישראל בע""מ",P,1327,טסלה סין,24,3E7F,2021,209505,MODEL 3
695,"טסלה מוטורס ישראל בע""מ",P,1327,טסלה סין,25,3E7F,2021,250273,MODEL 3
695,"טסלה מוטורס ישראל בע""מ",P,1327,טסלה סין,33,3E7F,2021,256929,MODEL 3
695,"טסלה מוטורס ישראל בע""מ",P,1327,טסלה סין,34,3E7F,2021,194810,MODEL 3
695,"טסלה מוטורס ישראל בע""מ",P,1327,טסלה סין,4,3E7F,2021,190490,MODEL 3
695,"טסלה מוטורס ישראל בע""מ",P,1327,טסלה סין,41,3E7F,2021,262753,MODEL 3
695,"טסלה מוטורס ישראל בע""מ",P,1327,טסלה סין,42,3E7F,2021,200353,MODEL 3
412,"נ.ט. דרים קארס ייעוץ בע""מ",P,728,"פורד ארה""ב",209,5K8GC0,2021,350000,EXPLORER
114,מכשירי תנועה ומכוניות )4002(,P,735,פורשה גרמניה,105,92A,2016,716000,CAYENNE
114,מכשירי תנועה ומכוניות )4002(,P,735,פורשה גרמניה,108,991,2016,938000,911 CARRERA
114,מכשירי תנועה ומכוניות )4002(,P,735,פורשה גרמניה,88,95B,2016,633000,MACAN S
114,מכשירי תנועה ומכוניות )4002(,P,735,פורשה גרמניה,92,95B,2016,633000,MACAN S DIESEL
561,תום טוראל,P,676,סקודה צ'כיה,1118,3V35XC,2021,279900,SUPERB
561,תום טוראל,P,676,סקודה צ'כיה,1118,3V35XC,2020,279900,SUPERB
443,"נ.ק. שחר השקעות )7002( בע""מ",P,593,מרצדס בנץ גרמנ,2119,177.186,2021,280000,A250 E
574,"רזמה שיווק וסחר בע""מ",P,593,מרצדס בנץ גרמנ,2212,238.483,2021,490000,E300
406,יארין בס,P,593,מרצדס בנץ גרמנ,2308,293.89,2021,440000,EQC 400 4MATIC
748,יצחק בנס,P,593,מרצדס בנץ גרמנ,2387,205.477,2021,380000,C200
406,יארין בס,P,722,"ב מ וו ארה""ב",404,CR6C,2021,395000,X5 XDRIVE 40I
406,יארין בס,P,722,"ב מ וו ארה""ב",404,CR6C,2020,395000,X5 XDRIVE 40I
481,חלפון יעקוב,P,961,"שברולט ארה""ב",160,FB1RS,2020,299000,CAMARO LT
481,חלפון יעקוב,P,961,"שברולט ארה""ב",160,FB1RS,2021,299000,CAMARO LT
103,חברת המזרח,P,941,רובר אנגליה,398,YA2BN,2020,686000,R.ROVER VELAR
103,חברת המזרח,P,941,רובר אנגליה,398,YA2BN,2019,686000,R.ROVER VELAR
103,חברת המזרח,P,941,רובר אנגליה,420,GA2BY,2020,909000,RANGE  ROVER.
103,חברת המזרח,P,941,רובר אנגליה,420,GA2BY,2019,909000,RANGE  ROVER.
103,חברת המזרח,P,941,רובר אנגליה,56,WA2K,2016,905010,RANGE R SPORT
103,חברת המזרח,P,941,רובר אנגליה,63,GA2V,2016,1260000,RANGE ROVER
290,"בוואריאן מוטורס קלאב בע""מ",P,143,ב מ וו גרמניה,3001,JA91,2018,495000,530E IPERFORMAN
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,578,205.442,2016,425000,C200
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,578,205.442,2017,425000,C200
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,580,205.042,2016,359900,C200
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,580,205.042,2017,363500,C200
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,590,253.346,2017,450000,GLC 250 4MATIC
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,590,253.346,2018,450000,GLC 250 4MATIC
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,610,205.342,2017,378500,C200
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,610,205.342,2018,378500,C200
290,"בוואריאן מוטורס קלאב בע""מ",P,593,מרצדס בנץ גרמנ,2171,217.482,2017,1610750,S500
554,"זעאתרה אקספרס בע""מ",P,593,מרצדס בנץ גרמנ,2190,177.186,2021,220000,A250 E
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,220,218.374,2016,1089000,CLS63 AMG
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,220,218.374,2017,1089000,CLS63 AMG
685,משכיל השקעות ויזום פרוקטים בעמ,P,593,מרצדס בנץ גרמנ,2228,213.054,2021,390000,E300 E 4MATIC
446,שחר סיני,P,593,מרצדס בנץ גרמנ,2249,253.353,2021,280000,GLC300 E 4MATIC
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,626,156.943,2018,282900,GLA200
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,626,156.943,2017,282900,GLA200
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,696,213.071,2017,620000,E400 4MATIC
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,696,213.071,2018,620000,E400 4MATIC
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,699,213.045,2017,481600,E250
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,699,213.045,2018,481600,E250
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,702,253.905,2017,405000,GLC220D 4MATIC
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,707,213.042,2017,456600,E200
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,707,213.042,2018,456600,E200
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,724,253.954,2017,388000,GLC 350 E
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,724,253.954,2018,388000,GLC 350 E
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,726,205.364,2018,585000,C43 AMG
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,726,205.364,2017,585000,C43 AMG
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,726,205.364,2019,585000,C43 AMG
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,727,213.071,2017,620000,E400 4 MATIC
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,739,253.946,2017,415000,GLC 250 4MATIC
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,749,213.004,2017,460000,E220D
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,772,238.448,2017,645900,E300
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,772,238.448,2018,645900,E300
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,792,176.042,2017,239500,A180
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,792,176.042,2018,241500,A180
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,799,176.043,2017,241500,A200
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,799,176.043,2018,243500,A200
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,807,205.004,2018,295900,C220 D
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,807,205.004,2017,295900,C220 D
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,815,205.04,2018,299000,C180
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,815,205.04,2017,297000,C180
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,818,205.342,2017,374900,C200
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,818,205.342,2018,380500,C200
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,833,213.013,2017,455000,E200D
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,833,213.013,2018,455000,E200D
161,כלמוביל מרצדס,P,593,מרצדס בנץ גרמנ,847,253.946,2017,369900,GLC 250 4MATIC
352,חליוה יעקב,P,941,רובר אנגליה,439,WA2BY,2020,590000,R.ROVER SPORT
352,חליוה יעקב,P,941,רובר אנגליה,439,WA2BY,2019,590000,R.ROVER SPORT
444,"בלאק פוקס ישראל בע""מ",P,941,רובר אנגליה,492,WA2BY,2020,819000,R ROVER SPORT
444,"בלאק פוקס ישראל בע""מ",P,941,רובר אנגליה,492,WA2BY,2021,829000,R ROVER SPORT
444,"בלאק פוקס ישראל בע""מ",P,941,רובר אנגליה,492,WA2BY,2019,650000,R ROVER SPORT
439,קרופולד שמעון ברנרד,P,941,רובר אנגליה,510,GA2BY,2019,790000,RANGE ROVER
439,קרופולד שמעון ברנרד,P,941,רובר אנגליה,510,GA2BY,2020,990000,RANGE ROVER
544,סגייר ולאא - RAC ERAM,P,941,רובר אנגליה,649,WA2BY,2019,530000,R ROVER SPORT
544,סגייר ולאא - RAC ERAM,P,941,רובר אנגליה,649,WA2BY,2020,600000,R ROVER SPORT
507,בס אלירן פרץ,P,941,רובר אנגליה,778,WA2BK,2020,590000,R ROVER SPORT
352,חליוה יעקב,P,941,רובר אנגליה,818,ZA2BT,2021,410000,RR EVOQUE P300E
352,חליוה יעקב,P,941,רובר אנגליה,818,ZA2BT,2020,410000,RR EVOQUE P300E
521,"ארטליס מוטורס בע""מ",P,941,רובר אנגליה,848,ZA2BT,2021,419900,R ROVER EVOQUE
521,"ארטליס מוטורס בע""מ",P,941,רובר אנגליה,848,ZA2BT,2020,389900,R ROVER EVOQUE
585,פריד פאעור,P,941,רובר אנגליה,956,ZA2BT,2021,380000,R ROVER EVOQUE
102,דוד לובינסקי,P,739,פיג'ו צרפת,144,M45GZW/C1F000,2018,157900,3008
102,דוד לובינסקי,P,739,פיג'ו צרפת,145,L35GNH-C1B000,2019,209990,308
102,דוד לובינסקי,P,739,פיג'ו צרפת,145,L35GNH-C1B000,2020,199990,308
102,דוד לובינסקי,P,739,פיג'ו צרפת,145,L35GNH-C1B000,2018,194900,308
102,דוד לובינסקי,P,739,פיג'ו צרפת,154,M45GZW/C1F000,2018,159900,3008
102,דוד לובינסקי,P,739,פיג'ו צרפת,154,M45GZW/C1F000,2019,159990,3008
102,דוד לובינסקי,P,739,פיג'ו צרפת,157,CCHNZT/S,2020,106990,208
102,דוד לובינסקי,P,739,פיג'ו צרפת,157,CCHNZT/S,2018,104990,208
102,דוד לובינסקי,P,739,פיג'ו צרפת,157,CCHNZT/S,2019,104990,208
102,דוד לובינסקי,P,739,פיג'ו צרפת,175,CUYHXN/1S,2018,129990,2008
102,דוד לובינסקי,P,739,פיג'ו צרפת,175,CUYHXN/1S,2019,129990,2008
102,דוד לובינסקי,P,739,פיג'ו צרפת,176,M45GFR/C1B000,2018,164990,3008
102,דוד לובינסקי,P,739,פיג'ו צרפת,176,M45GFR/C1B000,2019,164990,3008
102,דוד לובינסקי,P,739,פיג'ו צרפת,176,M45GFR/C1B000,2020,167990,3008
102,דוד לובינסקי,P,739,פיג'ו צרפת,185,MCYHZR/C2B000,2019,155990,3008
102,דוד לובינסקי,P,739,פיג'ו צרפת,185,MCYHZR/C2B000,2020,159990,3008
102,דוד לובינסקי,P,739,פיג'ו צרפת,186,L35GGR-C1B000,2019,169990,308
102,דוד לובינסקי,P,739,פיג'ו צרפת,186,L35GGR-C1B000,2020,168990,308
102,דוד לובינסקי,P,739,פיג'ו צרפת,188,MCYHZR,2021,185990,5008
102,דוד לובינסקי,P,739,פיג'ו צרפת,188,MCYHZR,2019,182990,5008
102,דוד לובינסקי,P,739,פיג'ו צרפת,188,MCYHZR,2020,185990,5008
102,דוד לובינסקי,P,739,פיג'ו צרפת,195,CUYHXN,2019,129990,2008
102,דוד לובינסקי,P,496,סיטרואן ספרד,33,3A5GZT/1S,2016,168900,C4 PICASSO
238,"גלובל אוטו מקס בע""מ",P,676,סקודה צ'כיה,1163,NW43ND,2021,126990,KAMIQ
102,דוד לובינסקי,P,739,פיג'ו צרפת,105,L35GNH/C1B000,2016,199900,308
102,דוד לובינסקי,P,739,פיג'ו צרפת,105,L35GNH/C1B000,2017,199900,308
102,דוד לובינסקי,P,739,פיג'ו צרפת,108,MCBHZW/C2F000,2017,144900,3008
102,דוד לובינסקי,P,739,פיג'ו צרפת,108,MCBHZW/C2F000,2018,144900,3008
102,דוד לובינסקי,P,739,פיג'ו צרפת,108,MCBHZW/C2F000,2016,144900,3008
102,דוד לובינסקי,P,739,פיג'ו צרפת,123,CCHNZT/S,2017,99900,208
102,דוד לובינסקי,P,739,פיג'ו צרפת,123,CCHNZT/S,2018,99900,208
102,דוד לובינסקי,P,739,פיג'ו צרפת,129,CCBHY6,2018,104900,208
102,דוד לובינסקי,P,739,פיג'ו צרפת,129,CCBHY6,2017,104900,208
102,דוד לובינסקי,P,739,פיג'ו צרפת,135,M45GZW/S1F000,2017,179900,5008
102,דוד לובינסקי,P,739,פיג'ו צרפת,135,M45GZW/S1F000,2019,181990,5008
102,דוד לובינסקי,P,739,פיג'ו צרפת,135,M45GZW/S1F000,2018,179900,5008
102,דוד לובינסקי,P,739,פיג'ו צרפת,137,MCBHZW/S2F000,2020,179990,5008
102,דוד לובינסקי,P,739,פיג'ו צרפת,137,MCBHZW/S2F000,2017,179900,5008
102,דוד לובינסקי,P,739,פיג'ו צרפת,137,MCBHZW/S2F000,2018,179900,5008
102,דוד לובינסקי,P,739,פיג'ו צרפת,137,MCBHZW/S2F000,2019,179990,5008
102,דוד לובינסקי,P,739,פיג'ו צרפת,146,8D5GZT/S,2016,178900,508
102,דוד לובינסקי,P,739,פיג'ו צרפת,146,8D5GZT/S,2017,178900,508
102,דוד לובינסקי,P,739,פיג'ו צרפת,156,LCBHZW/R2B000,2019,137990,308SW
102,דוד לובינסקי,P,739,פיג'ו צרפת,156,LCBHZW/R2B000,2018,137900,308SW
102,דוד לובינסקי,P,739,פיג'ו צרפת,163,MJEHZR/C2B000,2019,227990,3008
102,דוד לובינסקי,P,739,פיג'ו צרפת,163,MJEHZR/C2B000,2018,227990,3008
102,דוד לובינסקי,P,739,פיג'ו צרפת,163,MJEHZR/C2B000,2020,230990,3008
102,דוד לובינסקי,P,739,פיג'ו צרפת,174,MRHNSR/C1B000,2020,167990,3008
102,דוד לובינסקי,P,739,פיג'ו צרפת,174,MRHNSR/C1B000,2018,164990,3008
102,דוד לובינסקי,P,739,פיג'ו צרפת,174,MRHNSR/C1B000,2019,164990,3008
102,דוד לובינסקי,P,739,פיג'ו צרפת,179,MJEHZR/C2B000,2019,227990,3008
102,דוד לובינסקי,P,739,פיג'ו צרפת,187,MCYHZR/C2K000,2019,179990,3008
102,דוד לובינסקי,P,739,פיג'ו צרפת,187,MCYHZR/C2K000,2020,182990,3008
102,דוד לובינסקי,P,739,פיג'ו צרפת,189,MCYHZR/S2B000,2020,207990,5008
102,דוד לובינסקי,P,739,פיג'ו צרפת,189,MCYHZR/S2B000,2019,204990,5008
102,דוד לובינסקי,P,739,פיג'ו צרפת,237,M45GBU,2020,254990,3008
102,דוד לובינסקי,P,739,פיג'ו צרפת,237,M45GBU,2021,254990,3008
102,דוד לובינסקי,P,739,פיג'ו צרפת,277,M45GFU,2021,189990,3008
430,אוסדון מיכה - רימונים,P,941,רובר אנגליה,456,WA2BY,2019,650000,R ROVER SPORT
516,"מונארט נכסים בע""מ",P,941,רובר אנגליה,597,WA2BY,2020,530000,R ROVER SPORT
516,"מונארט נכסים בע""מ",P,941,רובר אנגליה,597,WA2BY,2019,530000,R ROVER SPORT
573,מוחמד קוואסמי,P,941,רובר אנגליה,780,WA2BK,2021,575000,R ROVER SPORT
573,מוחמד קוואסמי,P,941,רובר אנגליה,780,WA2BK,2020,575000,R ROVER SPORT
587,"מרכז שרות משה דיין בע""מ",P,941,רובר אנגליה,782,WA2BK,2020,540000,R ROVER SPORT
238,"גלובל אוטו מקס בע""מ",P,727,פולקסווגן-ספרד,107,C113FZ,2021,124900,T-CROSS
102,דוד לובינסקי,P,811,סיטרואן צ'כיה,12,PSCFBC-W1C000,2017,77900,C1
102,דוד לובינסקי,P,811,סיטרואן צ'כיה,12,PSCFBC-W1C000,2016,76900,C1
102,דוד לובינסקי,P,811,סיטרואן צ'כיה,27,PSCFBD-H1C000,2019,68990,C1
102,דוד לובינסקי,P,811,סיטרואן צ'כיה,27,PSCFBD-H1C000,2018,68990,C1
102,דוד לובינסקי,P,817,סיטרואן צרפת,109,VABHXH-P2B00K,2018,179900,JUMPY
102,דוד לובינסקי,P,817,סיטרואן צרפת,118,VEAHHW-N2B00M,2018,244900,JUMPY
102,דוד לובינסקי,P,817,סיטרואן צרפת,122,VEAHHW-N2B00M,2018,244900,JUMPY
488,"גז פרו בע""מ",P,82,פולקסווגן פורט,26,A113KE,2020,199990,T-ROC
634,אילן יחזקאל,P,961,"שברולט ארה""ב",294,Y62D4,2021,590000,CORVETTE STINGR
597,יוסף מלך,P,961,"שברולט ארה""ב",306,Y72D4,2021,650000,CORVETTE STINGR
439,קרופולד שמעון ברנרד,P,197,מרצדס-בנץ אוסט,31,463.276,2021,1400000,AMG G63
439,קרופולד שמעון ברנרד,P,197,מרצדס-בנץ אוסט,31,463.276,2020,1400000,AMG G63
733,ידין חי לוי,P,593,מרצדס בנץ גרמנ,2370,253.353,2021,330000,GLC300 E 4MATIC
649,צבי מנשה,P,593,מרצדס בנץ גרמנ,2386,253.353,2021,390000,GLC300 E 4MATIC
330,"אסרף שרותי רכב 0002 בע""מ",P,593,מרצדס בנץ גרמנ,2471,253.354,2018,375000,GLC 350 E
238,"גלובל אוטו מקס בע""מ",P,488,"טויוטה ארה""ב",76,GSL30L-PFZQHA,2019,430000,SIENNA
347,"ש.מ.ש. אחזקות ויזמות בע""מ",P,488,"טויוטה ארה""ב",90,GSL30L-PRZEHA,2019,299000,SIENNA
347,"ש.מ.ש. אחזקות ויזמות בע""מ",P,488,"טויוטה ארה""ב",92,GVU58L-ARXMHA,2019,399900,HIGHLANDER HYBR
238,"גלובל אוטו מקס בע""מ",M,488,"טויוטה ארה""ב",10,AXUH78L-ARXMHA,2020,359900,HIGHLANDER HV
516,"מונארט נכסים בע""מ",P,830,מרצדס בנץ ארהב,252,FD6BB2,2021,710000,GLE53 AMG
733,ידין חי לוי,P,830,מרצדס בנץ ארהב,334,FD6BB2,2021,720000,GLE53 4MATIC
102,דוד לובינסקי,P,817,סיטרואן צרפת,123,SXHNZT/A0S,2018,97900,C3
102,דוד לובינסקי,P,817,סיטרואן צרפת,123,SXHNZT/A0S,2019,96990,C3
102,דוד לובינסקי,P,57,די.אס צרפת,19,JJEHZR/C2B000,2019,287400,DS7
102,דוד לובינסקי,P,57,די.אס צרפת,19,JJEHZR/C2B000,2018,287400,DS7
102,דוד לובינסקי,P,57,די.אס צרפת,45,J45GBU,2021,324990,DS7
102,דוד לובינסקי,P,57,די.אס צרפת,46,J4DGZU,2021,279990,DS7
102,דוד לובינסקי,P,57,די.אס צרפת,6,SAHNVT/S,2017,119900,DS3
102,דוד לובינסקי,P,57,די.אס צרפת,6,SAHNVT/S,2018,122900,DS3
238,"גלובל אוטו מקס בע""מ",P,481,יונדאי קוריאה,269,K381E,2021,139900,KONA HYBRID
238,"גלובל אוטו מקס בע""מ",P,481,יונדאי קוריאה,269,K381E,2020,139900,KONA HYBRID
238,"גלובל אוטו מקס בע""מ",P,676,סקודה צ'כיה,1226,NW44JD,2021,136900,KAMIQ
238,"גלובל אוטו מקס בע""מ",P,676,סקודה צ'כיה,1239,3V3RXC,2021,269900,SUPERB IV
238,"גלובל אוטו מקס בע""מ",P,676,סקודה צ'כיה,1243,3V34XC,2021,225000,SUPERB IV
238,"גלובל אוטו מקס בע""מ",P,676,סקודה צ'כיה,1249,3V5RXC,2021,269000,SUPERB IV COMBI
102,דוד לובינסקי,M,822,פיגו איטליה,12,YC2MFA/GY,2019,259740,BOXER
102,דוד לובינסקי,M,822,פיגו איטליה,12,YC2MFA/GY,2020,264420,BOXER
238,"גלובל אוטו מקס בע""מ",P,174,"יונדאי ארה""ב",3,S3CAA,2020,298900,SANTA FE
238,"גלובל אוטו מקס בע""מ",P,174,"יונדאי ארה""ב",3,S3CAA,2021,298900,SANTA FE
102,דוד לובינסקי,P,237,פיג'ו סלובקיה,27,CCBHY6,2018,104900,208
102,דוד לובינסקי,P,237,פיג'ו סלובקיה,27,CCBHY6,2017,94900,208
102,דוד לובינסקי,P,237,פיג'ו סלובקיה,27,CCBHY6,2016,94900,208
102,דוד לובינסקי,P,237,פיג'ו סלובקיה,37,CCHNPN,2020,105990,208
102,דוד לובינסקי,P,237,פיג'ו סלובקיה,37,CCHNPN,2019,103990,208
102,דוד לובינסקי,P,237,פיג'ו סלובקיה,37,CCHNPN,2021,105990,208
102,דוד לובינסקי,P,403,פיג'ו צ'כיה,23,PSCFBC/W1C000,2018,78900,108
488,"גז פרו בע""מ",P,724,פולקסווגן גרמנ,493,3H847T,2021,339900,ARTEON
488,"גז פרו בע""מ",P,724,פולקסווגן גרמנ,502,3H743Z,2021,249000,ARTEON
634,אילן יחזקאל,M,239,"ג'יפ ארה""ב",10,JTAM,2021,360000,GLADIATOR
102,דוד לובינסקי,M,279,סיטרואן פורטוג,13,EFYHZR/E2F020,2020,149990,BERLINGO
102,דוד לובינסקי,M,279,סיטרואן פורטוג,15,EFYHZR,2021,151990,BERLINGO
102,דוד לובינסקי,M,279,סיטרואן פורטוג,15,EFYHZR,2020,151990,BERLINGO
102,דוד לובינסקי,M,279,סיטרואן פורטוג,18,EFYHZR,2020,149990,BERLINGO
102,דוד לובינסקי,M,279,סיטרואן פורטוג,18,EFYHZR,2021,149990,BERLINGO
102,דוד לובינסקי,P,516,סיטרואן סלובק,24,SXHNPY,2021,105990,C3
102,דוד לובינסקי,P,516,סיטרואן סלובק,24,SXHNPY,2020,105990,C3
102,דוד לובינסקי,P,516,סיטרואן סלובק,25,SXHNPY,2020,105990,C3
102,דוד לובינסקי,P,516,סיטרואן סלובק,25,SXHNPY,2021,105990,C3
102,דוד לובינסקי,P,739,פיג'ו צרפת,113,MJAHWW/C2B000,2017,219900,3008
102,דוד לובינסקי,P,739,פיג'ו צרפת,113,MJAHWW/C2B000,2016,219900,3008
